track_id,track_name,artist_name,genre,emotion,album,release_date,explicit,popularity,tempo,loudness,duration_sec,energy,danceability,valence,speechiness,liveness,acousticness,instrumentalness,activities,similar_1,similar_2,similar_3
trk_000101,Bloom,Echo Parade,classical,joy,Sample Album,29th April 2013,True,41,65,-3.83,346,0.07,0.67,0.96,0.1,0.03,0.54,0.13,"party,work_study,relaxation,running,yoga,driving,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000102,Bloom,Lunar District,hip hop,surprise,Sample Album,29th April 2013,True,55,162,-9.03,130,0.38,0.81,0.22,0.02,0.03,0.64,0.49,"party,relaxation,exercise,social",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000103,Fever Dream,Paper Kites,pop,surprise,Sample Album,29th April 2013,True,67,170,-8.89,141,0.63,0.1,0.82,0.14,0.44,0.51,0.27,"party,work_study,relaxation,yoga,driving,social",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000104,Weightless,Velvet Rope,indie,joy,Sample Album,29th April 2013,False,86,71,-8.5,312,0.86,0.33,0.25,0.17,0.39,0.33,0.49,"party,exercise,driving",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000105,Silhouette,Silver Lake,folk,joy,Sample Album,29th April 2013,True,50,142,-3.3,254,0.34,0.33,0.28,0.21,0.17,0.49,0.05,"work_study,relaxation,exercise",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000106,Wildfire,Paper Kites,country,anger,Sample Album,29th April 2013,False,27,69,-5.34,249,0.59,0.4,0.06,0.09,0.22,0.01,0.88,"party,work_study,relaxation,exercise,yoga,driving,social,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000107,Silhouette,Velvet Rope,country,love,Sample Album,29th April 2013,True,49,114,-9.35,298,0.07,0.56,0.78,0.07,0.08,0.3,0.88,"party,work_study,relaxation,running,yoga,driving",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000108,Afterglow,Iron Waves,reggae,joy,Sample Album,29th April 2013,True,1,95,-11.75,228,0.48,0.37,0.28,0.02,0.6,0.4,0.84,"work_study,relaxation,exercise,yoga,driving",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000109,Aurora,Iron Waves,reggae,sadness,Sample Album,29th April 2013,True,88,123,-5.19,218,0.2,0.32,0.25,0.2,0.4,0.9,0.18,"party,work_study,driving,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000110,Vertigo,Iron Waves,reggae,anger,Sample Album,29th April 2013,False,87,114,-6.31,170,0.72,0.51,0.43,0.22,0.37,0.24,0.06,"party,relaxation,exercise,yoga,driving",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000111,Wildfire,Aurora Skies,jazz,anger,Sample Album,29th April 2013,True,90,71,-7.61,272,0.5,0.62,0.47,0.07,0.03,0.68,0.52,"exercise,driving,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000112,Gravity,Wild Empire,jazz,fear,Sample Album,29th April 2013,True,53,82,-7.11,245,0.93,0.18,0.7,0.02,0.51,0.92,0.17,"work_study,relaxation,exercise,driving",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000113,Nightcall,Aurora Skies,hip hop,anger,Sample Album,29th April 2013,False,97,109,-4.0,257,0.32,0.3,0.67,0.19,0.28,0.73,0.33,"work_study,relaxation,running,yoga",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000114,Wildfire,Neon Fox,r&b,surprise,Sample Album,29th April 2013,False,35,76,-9.98,218,0.46,0.01,0.19,0.23,0.54,0.02,0.08,"work_study,driving,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000115,Neon Lights,The Midnight,reggae,love,Sample Album,29th April 2013,True,56,131,-7.83,193,0.74,0.46,0.22,0.06,0.4,0.14,0.45,"party,relaxation,social,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000116,Runaway,Neon Fox,country,joy,Sample Album,29th April 2013,False,72,127,-7.74,255,0.54,0.22,0.31,0.01,0.15,0.66,0.68,"relaxation,exercise,yoga",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000117,Higher Ground,Echo Parade,pop,sadness,Sample Album,29th April 2013,False,40,146,-7.12,155,0.39,0.87,0.95,0.28,0.25,0.4,0.49,"relaxation,running,yoga,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000118,Afterglow,The Midnight,indie,love,Sample Album,29th April 2013,True,90,170,-7.19,253,0.6,0.49,0.11,0.24,0.02,0.1,0.38,"relaxation,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000119,Slow Burn,Silver Lake,classical,love,Sample Album,29th April 2013,True,28,74,-8.34,331,0.89,0.58,0.5,0.07,0.27,0.08,0.22,"party,relaxation,exercise,running,social",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000120,Daydream,Velvet Rope,jazz,sadness,Sample Album,29th April 2013,True,99,155,-9.14,335,0.22,0.67,0.63,0.27,0.28,0.15,0.07,"party,work_study,relaxation,running,social,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000121,Afterglow,Coral Bloom,country,sadness,Sample Album,29th April 2013,False,25,112,-7.25,277,0.02,0.17,0.61,0.16,0.17,0.56,0.8,"party,relaxation,driving,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000122,Slow Burn,Iron Waves,rock,anger,Sample Album,29th April 2013,False,26,147,-5.51,133,0.88,0.21,0.53,0.03,0.23,0.15,0.54,work_study,Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000123,Mirage,Crimson Theory,hip hop,love,Sample Album,29th April 2013,True,37,79,-7.07,282,0.21,0.98,0.04,0.2,0.21,0.04,0.18,"relaxation,social",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000124,Silhouette,Wild Empire,reggae,fear,Sample Album,29th April 2013,True,73,178,-3.97,217,0.47,0.84,0.82,0.06,0.18,0.13,0.1,"party,work_study,yoga",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000125,Neon Lights,Echo Parade,electronic,anger,Sample Album,29th April 2013,False,89,142,-3.07,171,0.61,0.61,0.48,0.06,0.14,0.62,0.7,"work_study,exercise,yoga,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000126,Neon Lights,Coral Bloom,electronic,surprise,Sample Album,29th April 2013,False,58,87,-6.89,244,0.57,0.59,0.85,0.2,0.48,0.79,0.83,"relaxation,running,yoga",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000127,Weightless,Neon Fox,indie,love,Sample Album,29th April 2013,True,4,159,-6.37,199,0.87,0.32,0.77,0.09,0.2,0.24,0.85,"party,exercise,yoga",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000128,Afterglow,Aurora Skies,rock,surprise,Sample Album,29th April 2013,True,5,111,-8.29,308,0.71,0.59,0.74,0.12,0.19,0.9,0.47,"party,work_study,relaxation,yoga",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000129,Daydream,Aurora Skies,folk,anger,Sample Album,29th April 2013,False,67,119,-7.57,189,0.93,0.06,0.5,0.04,0.45,0.94,0.37,"relaxation,running,driving,social",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000130,Ghost Town,Neon Fox,country,love,Sample Album,29th April 2013,True,11,112,-7.68,130,0.68,0.64,0.67,0.03,0.28,0.47,0.8,"work_study,exercise,running,yoga",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000131,Wildfire,Iron Waves,metal,surprise,Sample Album,29th April 2013,True,46,114,-9.84,238,0.82,0.95,0.9,0.26,0.2,0.88,0.32,"party,work_study,social,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000132,Slow Burn,Lunar District,country,anger,Sample Album,29th April 2013,False,45,66,-5.65,336,0.64,0.17,0.58,0.05,0.57,0.83,0.89,"party,work_study,relaxation,exercise,running,social,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000133,Slow Burn,Crimson Theory,metal,sadness,Sample Album,29th April 2013,False,52,70,-4.93,318,0.38,0.32,0.39,0.27,0.28,0.45,0.56,"work_study,relaxation,running,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000134,Weightless,The Midnight,pop,fear,Sample Album,29th April 2013,True,14,107,-4.3,318,0.49,0.57,0.41,0.29,0.01,0.6,0.8,"party,relaxation,yoga,social,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000135,Golden Hour,Echo Parade,r&b,anger,Sample Album,29th April 2013,True,19,114,-11.27,238,0.01,0.72,0.87,0.2,0.08,0.13,0.1,"party,work_study,relaxation,exercise,yoga,driving",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000136,Runaway,!!!,metal,fear,Sample Album,29th April 2013,False,17,143,-6.51,195,0.37,0.79,0.18,0.19,0.37,0.18,0.7,"relaxation,exercise,yoga,driving,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000137,Runaway,Iron Waves,pop,anger,Sample Album,29th April 2013,True,3,101,-9.87,172,0.45,0.1,0.92,0.06,0.45,0.61,0.15,"work_study,relaxation,exercise,running,yoga,driving,social,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000138,Mirage,Glass Union,classical,anger,Sample Album,29th April 2013,True,19,103,-6.09,198,0.25,0.33,0.28,0.21,0.01,0.08,0.82,"work_study,relaxation,running,yoga",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000139,Vertigo,Paper Kites,folk,joy,Sample Album,29th April 2013,False,67,90,-3.79,135,0.48,0.11,0.16,0.19,0.54,0.77,0.46,"work_study,exercise,yoga,driving,social,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000140,Higher Ground,Neon Fox,rock,love,Sample Album,29th April 2013,False,18,65,-3.5,340,0.59,0.64,0.66,0.25,0.14,0.36,0.32,"party,work_study,running,yoga,driving",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000141,Golden Hour,Coral Bloom,country,surprise,Sample Album,29th April 2013,False,73,121,-4.09,314,0.97,0.7,0.11,0.02,0.06,0.42,0.31,"relaxation,running,yoga,driving,social,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000142,Aurora,Echo Parade,r&b,fear,Sample Album,29th April 2013,True,81,129,-8.7,240,0.69,0.72,0.8,0.12,0.03,0.3,0.69,"relaxation,driving,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000143,Neon Lights,Iron Waves,pop,fear,Sample Album,29th April 2013,False,19,61,-7.47,197,0.19,0.41,0.52,0.15,0.18,0.78,0.58,"party,work_study,relaxation,yoga,driving,social",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000144,Heartlines,!!!,country,surprise,Sample Album,29th April 2013,True,66,127,-4.47,255,0.21,0.08,0.39,0.21,0.17,0.76,0.9,"yoga,driving",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000145,Higher Ground,Silver Lake,metal,surprise,Sample Album,29th April 2013,False,85,162,-11.89,206,0.76,0.26,0.54,0.19,0.25,0.06,0.21,"relaxation,yoga",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000146,Golden Hour,Glass Union,pop,love,Sample Album,29th April 2013,True,94,104,-6.98,311,0.3,0.84,0.28,0.28,0.56,0.35,0.3,"work_study,exercise,running",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000147,Ghost Town,Crimson Theory,hip hop,anger,Sample Album,29th April 2013,True,100,155,-5.97,254,0.88,0.13,0.85,0.21,0.09,0.32,0.45,"party,running,yoga,driving,social,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000148,Afterglow,Crimson Theory,hip hop,surprise,Sample Album,29th April 2013,False,7,130,-7.48,317,0.2,0.25,0.02,0.27,0.2,0.54,0.88,"party,relaxation,running,yoga",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000149,Slow Burn,Neon Fox,r&b,anger,Sample Album,29th April 2013,True,63,140,-11.79,274,0.91,0.63,0.17,0.01,0.28,0.5,0.23,"party,work_study,relaxation,exercise,social",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000150,Gravity,Coral Bloom,reggae,joy,Sample Album,29th April 2013,True,5,106,-7.25,250,0.02,0.62,0.59,0.27,0.3,0.99,0.54,"party,exercise,running,yoga,driving,social",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000151,Bloom,The Midnight,classical,love,Sample Album,29th April 2013,False,5,99,-10.49,197,0.39,0.26,0.33,0.15,0.33,0.93,0.67,"running,yoga,driving,social,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000152,Silhouette,Glass Union,indie,fear,Sample Album,29th April 2013,True,74,176,-7.93,163,0.75,0.67,0.44,0.1,0.05,0.72,0.77,"party,work_study,running,yoga,social,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000153,Mirage,Coral Bloom,country,love,Sample Album,29th April 2013,False,52,97,-5.09,301,0.48,0.07,0.08,0.14,0.39,0.55,0.75,"work_study,relaxation,running,driving,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000154,Gravity,Aurora Skies,rock,surprise,Sample Album,29th April 2013,True,17,93,-6.0,183,0.18,0.31,0.41,0.07,0.49,0.21,0.56,"party,work_study,relaxation,running,yoga,driving,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000155,Wildfire,Lunar District,pop,surprise,Sample Album,29th April 2013,True,88,122,-10.87,215,0.95,0.81,0.97,0.04,0.25,0.57,0.45,"party,social,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000156,Bloom,Crimson Theory,hip hop,sadness,Sample Album,29th April 2013,True,74,82,-9.81,142,0.51,0.25,0.73,0.22,0.15,0.2,0.62,"work_study,relaxation,yoga,driving,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000157,Echoes,Echo Parade,folk,surprise,Sample Album,29th April 2013,False,99,92,-3.38,145,0.31,0.44,0.11,0.3,0.17,0.49,0.13,"work_study,relaxation,exercise,yoga,driving",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000158,Runaway,Coral Bloom,country,surprise,Sample Album,29th April 2013,True,65,109,-5.2,278,0.73,0.58,0.09,0.16,0.57,0.33,0.52,"relaxation,driving,social,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000159,Silhouette,The Midnight,rock,surprise,Sample Album,29th April 2013,False,3,123,-5.38,359,0.54,0.05,0.38,0.25,0.57,0.07,0.44,"party,relaxation,exercise,yoga,driving,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000160,Vertigo,!!!,pop,fear,Sample Album,29th April 2013,True,1,109,-8.94,299,0.74,0.23,0.6,0.04,0.14,0.48,0.08,"party,relaxation,running,social,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000161,Nightcall,!!!,reggae,joy,Sample Album,29th April 2013,False,30,62,-7.51,346,0.11,0.09,0.28,0.3,0.39,0.93,0.17,"party,work_study,exercise,running,yoga,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000162,Weightless,Glass Union,country,love,Sample Album,29th April 2013,True,7,80,-6.55,279,0.28,0.45,0.24,0.06,0.55,0.38,0.72,"party,work_study,exercise,running,yoga",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000163,Aurora,Lunar District,hip hop,fear,Sample Album,29th April 2013,True,23,161,-3.35,199,0.43,0.85,0.65,0.07,0.13,0.84,0.54,"party,work_study,yoga,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000164,Mirage,Iron Waves,reggae,anger,Sample Album,29th April 2013,True,67,159,-8.65,163,0.31,0.85,0.14,0.27,0.21,0.55,0.22,relaxation,Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000165,Wildfire,!!!,reggae,anger,Sample Album,29th April 2013,False,41,86,-3.92,224,0.05,0.77,0.1,0.07,0.23,0.46,0.89,"work_study,relaxation,driving,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000166,Neon Lights,Glass Union,country,joy,Sample Album,29th April 2013,False,95,96,-7.65,147,0.86,0.24,0.8,0.19,0.26,0.25,0.9,"party,driving",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000167,Gravity,Silver Lake,indie,anger,Sample Album,29th April 2013,True,17,165,-5.8,286,0.37,0.69,0.15,0.26,0.38,0.16,0.82,"relaxation,running,yoga,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000168,Afterglow,Neon Fox,pop,sadness,Sample Album,29th April 2013,False,58,154,-3.12,188,0.86,0.23,0.27,0.1,0.57,0.7,0.38,"party,work_study,exercise,running,yoga,driving,social,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000169,Heartlines,Coral Bloom,country,surprise,Sample Album,29th April 2013,False,4,141,-5.51,353,0.38,0.82,0.68,0.25,0.04,0.37,0.07,"running,yoga,social,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000170,Daydream,Crimson Theory,reggae,surprise,Sample Album,29th April 2013,False,92,115,-7.1,176,0.91,0.11,0.91,0.24,0.01,0.35,0.54,"exercise,running,yoga,social",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000171,Mirage,Lunar District,electronic,joy,Sample Album,29th April 2013,False,65,98,-6.91,222,0.81,0.8,0.86,0.21,0.24,0.4,0.56,"party,relaxation,exercise,running,yoga",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000172,Echoes,Glass Union,folk,love,Sample Album,29th April 2013,False,89,160,-7.54,237,0.98,0.71,0.55,0.16,0.58,0.61,0.44,"relaxation,yoga,driving",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000173,Gravity,Lunar District,jazz,surprise,Sample Album,29th April 2013,False,90,156,-11.06,348,0.1,0.14,0.43,0.28,0.12,0.45,0.49,"party,running,driving,social",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000174,Bloom,Neon Fox,folk,anger,Sample Album,29th April 2013,True,58,165,-6.8,243,0.16,0.09,0.28,0.07,0.14,0.04,0.22,party,Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000175,Higher Ground,Wild Empire,indie,anger,Sample Album,29th April 2013,False,79,179,-5.47,311,0.67,0.02,0.97,0.23,0.19,0.37,0.64,"work_study,driving,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000176,Gravity,Iron Waves,electronic,surprise,Sample Album,29th April 2013,False,43,151,-3.97,218,0.21,0.93,0.85,0.07,0.56,0.32,0.1,relaxation,Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000177,Gravity,The Midnight,pop,sadness,Sample Album,29th April 2013,False,48,138,-11.85,175,0.43,0.74,0.12,0.23,0.1,0.72,0.72,"party,work_study,relaxation,running,yoga,driving,social,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000178,Aurora,Velvet Rope,classical,sadness,Sample Album,29th April 2013,True,67,108,-11.7,257,0.95,0.69,0.58,0.24,0.52,0.65,0.11,"party,work_study,relaxation,social",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000179,Afterglow,Echo Parade,classical,love,Sample Album,29th April 2013,False,48,82,-9.64,214,0.43,0.07,0.67,0.1,0.44,0.2,0.76,"running,driving,social",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000180,Neon Lights,Neon Fox,rock,sadness,Sample Album,29th April 2013,True,33,161,-10.31,304,0.85,0.29,0.23,0.25,0.44,0.47,0.13,"party,work_study,relaxation,exercise,running,driving",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000181,Aurora,Crimson Theory,hip hop,anger,Sample Album,29th April 2013,True,22,140,-3.28,341,0.99,0.52,0.7,0.26,0.1,0.33,0.27,"work_study,exercise,running,yoga,morning",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000182,Runaway,Crimson Theory,indie,surprise,Sample Album,29th April 2013,True,85,78,-6.32,288,0.75,0.06,0.92,0.26,0.47,0.54,0.83,"work_study,yoga,driving",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000183,Aurora,Neon Fox,reggae,love,Sample Album,29th April 2013,False,91,122,-8.61,205,0.34,0.78,0.21,0.13,0.26,0.64,0.71,"party,relaxation,exercise,running,driving",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000184,Ghost Town,Paper Kites,folk,sadness,Sample Album,29th April 2013,True,22,154,-7.34,133,0.35,0.67,0.03,0.26,0.27,0.38,0.74,"exercise,driving",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
trk_000185,Afterglow,!!!,rock,love,Sample Album,29th April 2013,False,23,112,-5.49,265,0.17,0.9,0.56,0.12,0.46,0.87,0.46,"work_study,relaxation,exercise,running,driving,social",Corey Smith – If I Could Do It Again,Toby Keith – Drinks After Work,Space – Neighbourhood
